Title,Conference,Synthetic_Labels
Scheduling Algorithms for a Cache Pre-Filling Content Distribution Network.,INFOCOM,INFOCOM
A novel digitally controlled low noise ring oscillator.,ISCAS,ISCAS
Temporally coherent video matting.,SIGGRAPH,SIGGRAPH
An efficient algorithm for finding the CSG representation of a simple polygon.,SIGGRAPH,SIGGRAPH
Modular Reduction without Precomputational Phase.,ISCAS,ISCAS
The effect of D/A accuracy on the performance of digital predistortion for RF power amplifiers.,ISCAS,ISCAS
Shaboned display: an interactive substantial display using soap bubbles.,SIGGRAPH,SIGGRAPH
Mobile topigraphy: large-scale tag cloud visualization for mobiles.,WWW,SIGGRAPH
An Injection of Tree Awareness: Adding Staircase Join to PostgreSQL.,VLDB,VLDB
munica: an advancing age's social networking device with greeting cards.,SIGGRAPH,SIGGRAPH
Concise and Expressive Mappings with +Spicy.,VLDB,VLDB
On quantifying the figures of merit of power-gating for leakage power minimization in nanometer CMOS circuits.,ISCAS,ISCAS
A Framework for Supporting DBMS-like Indexes in the Cloud.,VLDB,VLDB
Exposing private information by timing web applications.,WWW,WWW
Analog Implementation of SNR based Gain Adaptation for Denoising.,ISCAS,ISCAS
Integration of a wireless sensor network project for introductory circuits and systems teaching.,ISCAS,ISCAS
Integration time optimization for integrating photosensors.,ISCAS,ISCAS
Improving Adaptable Similarity Query Processing by Using Approximations.,VLDB,VLDB
A new current-mode incremental signaling scheme with applications to Gb/s parallel links.,ISCAS,ISCAS
Adaptive and Big Data Scale Parallel Execution in Oracle .,VLDB,VLDB
Secure crowdsourcing-based cooperative pectrum sensing.,INFOCOM,INFOCOM
Designing A Generalized NF2 Model with an SQL-Type Language Interface.,VLDB,VLDB
Analytical and experimental study of tuning range limitation in mm-wave CMOS LC-VCOs.,ISCAS,ISCAS
Database De-Centralization - A Practical Approach.,VLDB,VLDB
"High Speed, Minimal Area, and Low Power SEC Code for DRAMs with Large I/O Data Widths.",ISCAS,ISCAS
On Bubble Memories and Relational Data Base.,VLDB,VLDB
Fast replication in content distribution overlays.,INFOCOM,VLDB
Finding Regular Simple Paths in Graph Databases.,VLDB,VLDB
Analysis and understanding of paintings by Ito Jakuchu.,SIGGRAPH,SIGGRAPH
GPS comics: <i>seeing thru walls</i>.,SIGGRAPH,SIGGRAPH
Power analysis attack of QCA circuits: A case study of the Serpent cipher.,ISCAS,ISCAS
Analysis and design of lumped-element quadrature couplers with lossy passive elements.,ISCAS,ISCAS
State space modeling for sub-threshold SRAM stability analysis.,ISCAS,ISCAS
Fast algorithms for power grid analysis based on effective resistance.,ISCAS,ISCAS
Ambiguity in Processing Boolean Queries on TDMS Tree Structures: A Study of Four Different Philosophies.,VLDB,VLDB
Modeling Synaptic Plasticity within Networks of Highly Accelerated I&amp;F Neurons.,ISCAS,ISCAS
A new deflection shape function for square membrane CMUT design.,ISCAS,ISCAS
Considerations for Sizing Buffers in Optical Packet Switched Networks.,INFOCOM,INFOCOM
"Distributed, secure load balancing with skew, heterogeneity and churn.",INFOCOM,INFOCOM
A low-distortion and wide dynamic range CMOS imager for wireless capsule endoscopy.,ISCAS,ISCAS
Optimal rate allocation for scalable video multicast over WiMAX.,ISCAS,INFOCOM
A Modularization Mechanism for Conceptual Modeling.,VLDB,VLDB
Efficient Hardware Architecture for Fast IP Address Lookup.,INFOCOM,INFOCOM
WL-VC SRAM: a low leakage memory circuit for deep sub-micron design.,ISCAS,ISCAS
Efficient and distributed computation of maximum multicast rates.,INFOCOM,INFOCOM
Connectivity of large-scale Cognitive Radio Ad Hoc Networks.,INFOCOM,INFOCOM
A Testbed for Managing Dynamic Mixed Workloads.,VLDB,WWW
Mismatch Compensated Design Techniques under Packaging-Induced Die Stress.,ISCAS,ISCAS
The REMIT System for Paraphrasing Relational Query Expressions into Natural Language.,VLDB,VLDB
Know your personalization: learning topic level personalization in online services.,WWW,WWW
Hardware accelerated shaders using FPGA's.,SIGGRAPH,SIGGRAPH
Shimon + ZOOZbeat: an improvising robot musician you can jam with.,SIGGRAPH,SIGGRAPH
Jitter error spectrum for NRZ D/A converters.,ISCAS,ISCAS
On the Limitations of the Variance-time Test for Inference of Long-range Dependence.,INFOCOM,VLDB
Shuffling a Stacked Deck: The Case for Partially Randomized Ranking of Search Engine Results.,VLDB,WWW
Improving PA efficiency by chaos-based spreading in multicarrier DS-CDMA systems.,ISCAS,ISCAS
Synchronization and phase synthesis using PLL neural networks.,ISCAS,ISCAS
A merged first and second stage for low power pipelined ADC.,ISCAS,ISCAS
Predictive rendering.,SIGGRAPH,SIGGRAPH
Wiki content templating.,WWW,WWW
Satellite over Satellite (SOS) Network: A Novel Architecture for Satellite Network.,INFOCOM,INFOCOM
Scalable processing of flexible graph pattern queries on the cloud.,WWW,WWW
An area-efficient sampling rate converter using negative feedback technique.,ISCAS,ISCAS
Design of grid multi-wing butterfly chaotic attractors from piecewise L&uuml; system based on switching control and heteroclinic orbit.,ISCAS,ISCAS
Behavior based web page evaluation.,WWW,WWW
"Biological Data Management: Research, Practice and Opportunities.",VLDB,VLDB
Distributed Algorithms for Approximating Wireless Network Capacity.,INFOCOM,INFOCOM
Low-Rank Mechanism: Optimizing Batch Queries under Differential Privacy.,VLDB,VLDB
Efficient memory architecture for JPEG2000 entropy codec.,ISCAS,SIGGRAPH
Integrating Networks Measurements and Speech Quality Subjective Scores for Control Purposes.,INFOCOM,INFOCOM
Auditing for Accessibility.,WWW,WWW
Implementation of a CNN-based perceptual framework on a roving robot.,ISCAS,SIGGRAPH
Adaptive Early Packet Filtering for Defending Firewalls Against DoS Attacks.,INFOCOM,INFOCOM
The Transaction Concept: Virtues and Limitations (Invited Paper),VLDB,VLDB
Usability and Expressiveness in Database Keyword Search: Bridging the Gap.,VLDB,VLDB
Dynamic Cross-Layer Association in 802.11-Based Mesh Networks.,INFOCOM,INFOCOM
Progressive Lightcuts for GPU.,SIGGRAPH,SIGGRAPH
Opinion integration through semi-supervised topic modeling.,WWW,VLDB
A Demonstration of SciDB: A Science-Oriented DBMS.,VLDB,SIGGRAPH
Time-Stepped Hybrid Simulation (TSHS) for Large Scale Networks.,INFOCOM,ISCAS
NMOS-only Class-D Output Stages based on Charge Pump Architectures.,ISCAS,ISCAS
An interactive 3D toolkit for constructing 3D widgets.,SIGGRAPH,SIGGRAPH
Lumi-breath: flow of energy.,SIGGRAPH,ISCAS
Hash-Based Join Algorithms for Multiprocessor Computers.,VLDB,VLDB
Where to adapt dynamic service compositions.,WWW,WWW
Broadband beamfoming using Nested Planar Arrays and 3D FIR frustum filters.,ISCAS,ISCAS
Locality in Search Engine Queries and Its Implications for Caching.,INFOCOM,WWW
Self-Organizing Dynamic Fractional Frequency Reuse for Best-Effort Traffic through Distributed Inter-Cell Coordination.,INFOCOM,ISCAS
Efficient skyline querying with variable user preferences on nominal attributes.,VLDB,VLDB
Dynamic Power Allocation Under Arbitrary Varying Channels - The Multi-User Case.,INFOCOM,INFOCOM
Extended User-Defined Indexing with Application to Textual Databases.,VLDB,VLDB
Split-ADC Digital Background Correction of Open-Loop Residue Amplifier Nonlinearity Errors in a 14b Pipeline ADC.,ISCAS,ISCAS
ReqFlex: Fuzzy Queries for Everyone.,VLDB,VLDB
Realistic animation of rigid bodies.,SIGGRAPH,SIGGRAPH
A retargeting methodology of nano-watt CMOS reference circuit based on advanced compact MOSFET model.,ISCAS,ISCAS
On the Fundamental Limits of Broadcasting in Wireless Mobile Networks.,INFOCOM,INFOCOM
"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System.",VLDB,VLDB
Detailed analysis of a phase ADC.,ISCAS,ISCAS
Client-server web applications widgets.,WWW,WWW
Distributed video coding based on adaptive binning.,ISCAS,INFOCOM
Pragmatic evaluation of folksonomies.,WWW,WWW
Tribeca: A Stream Database Manager for Network Traffic Analysis.,VLDB,VLDB
On The Spatiotemporal Burstiness of Terms.,VLDB,WWW
Decentralized Authorization in a Database System.,VLDB,VLDB
Cantina: a content-based approach to detecting phishing web sites.,WWW,WWW
"Wide-range, reference free, on-chip voltage sensor for variable Vdd operations.",ISCAS,ISCAS
Prediction-based adaptive transform coefficients scanning for inter-frame video coding.,ISCAS,ISCAS
A New Normalized Minimum-error Entropy Algorithm with Reduced Computational Complexity.,ISCAS,ISCAS
A simple and efficient dithering method for vector quantizer based mismatch-shaped &#916;&#931; DACs.,ISCAS,ISCAS
Web-based framework for spatiotemporal screen real estate management of interactive public displays.,WWW,WWW
Advanced colluder detection techniques for OSIFT-based hiding codes.,ISCAS,ISCAS
"Multiple Source, Multiple Destination Network Tomography.",INFOCOM,ISCAS
Accurate detection of out-of-control variations from digital camera devices.,ISCAS,ISCAS
Education of Digital and Analog Circuits supported by computer algebra system.,ISCAS,ISCAS
Visual-weighted motion compensation frame interpolation with motion vector refinement.,ISCAS,SIGGRAPH
Tertiary-Tree 12-GHz 32-bit Adder in 65nm Technology.,ISCAS,ISCAS
Fine water with coarse grids: combining surface meshes and adaptive discontinuous Galerkin.,SIGGRAPH,SIGGRAPH
Trajectory improves data delivery in vehicular networks.,INFOCOM,INFOCOM
Tiled Interleaving for Multi-Level 2-D Discrete Wavelet Transform.,ISCAS,SIGGRAPH
Temperature performance of sub-1V ultra-low power current sources.,ISCAS,ISCAS
Temporal summarization of event-related updates in wikipedia.,WWW,WWW
Security: Cross Layer Protocol in Wireless Sensor Network.,INFOCOM,INFOCOM
The extended Kalman filtering algorithm for carrier synchronization and the implementation.,ISCAS,ISCAS
RDFPeers: a scalable distributed RDF repository based on a structured peer-to-peer network.,WWW,VLDB
An Efficient SQL-based RDF Querying Scheme.,VLDB,VLDB
Database Program Conversion: A Framework for Research.,VLDB,VLDB
Pan and scan: Configuring cameras for coverage.,INFOCOM,SIGGRAPH
A mathematical framework for active circuits based on port equivalence using limit variables.,ISCAS,ISCAS
Making radiosity usable: automatic preprocessing and meshing techniques for the generation of accurate radiosity solutions.,SIGGRAPH,SIGGRAPH
Increasing Buffer-Locality for Multiple Index Based Scans through Intelligent Placement and Index Scan Speed Control.,VLDB,SIGGRAPH
Toward efficient and accurate order-independent transparency.,SIGGRAPH,SIGGRAPH
WS-replication: a framework for highly available web services.,WWW,WWW
A tile-based 3D frame using a reconfigurable display matrix.,SIGGRAPH,SIGGRAPH
A pipelined dual-channel switched capacitor programmable gain amplifier.,ISCAS,ISCAS
"A high precision, output-capacitor-free low-dropout regulator for system-on-chip design.",ISCAS,ISCAS
PatchTable: Efficient Patch Queries for Large Datasets and Applications,SIGGRAPH,VLDB
Embracing Interference in Ad Hoc Networks Using Joint Routing and Scheduling with Multiple Packet Reception.,INFOCOM,INFOCOM
Panoramic imaging system for mobile devices.,SIGGRAPH,SIGGRAPH
Lexicographic Fairness in WDM Optical Cross-Connects.,INFOCOM,ISCAS
Approximate Substring Matching over Uncertain Strings.,VLDB,VLDB
"tangible workbench ""TW"": with changeable markers.",SIGGRAPH,SIGGRAPH
A 115&micro;W UWB Programmable Gain Amplifier for intelligent tire personal area network.,ISCAS,ISCAS
A novel charge-metering method for voltage mode neural stimulation.,ISCAS,ISCAS
Differentiated Multimedia Web Services Using Quality Aware Transcoding.,INFOCOM,INFOCOM
Design of Digital IIR Integrator using Discrete Hartley Transform Interpolation Method.,ISCAS,ISCAS
Buzz-based recommender system.,WWW,VLDB
"Stable Peers: Existence, Importance, and Application in Peer-to-Peer Live Video Streaming.",INFOCOM,WWW
Pigeon: impossible.,SIGGRAPH,SIGGRAPH
Spherical representation and polyhedron routing for load balancing in wireless sensor networks.,INFOCOM,INFOCOM
Correlation Maps: A Compressed Access Method for Exploiting Soft Functional Dependencies.,VLDB,VLDB
Particle transport and image synthesis.,SIGGRAPH,SIGGRAPH
In Vitro Epileptic Seizure Prediction Microsystem.,ISCAS,ISCAS
A robust optimization approach to backup network design with random failures.,INFOCOM,INFOCOM
The Propel Distributed Services Platform.,VLDB,VLDB
Estimation of Capacitive Crosstalk-Induced Short-Circuit Energy.,ISCAS,ISCAS
Visualization technologies as a tool for science education (panel session).,SIGGRAPH,SIGGRAPH
A Protocol-Independent Approach for Analyzing the Optimal Operation Point of CSMA/CA Protocols.,INFOCOM,ISCAS
Efficient XSLT Processing in Relational Database System.,VLDB,VLDB
Texture mapping progressive meshes.,SIGGRAPH,SIGGRAPH
IO-Top-k: Index-access Optimized Top-k Query Processing.,VLDB,VLDB
Log-domain Circuit Models of Chemical Reactions.,ISCAS,ISCAS
ARIES/NT: A Recovery Method Based on Write-Ahead Logging for Nested Transactions.,VLDB,VLDB
Synchronization and Bifurcations in Networks of Coupled Hindmarsh-Rose Neurons.,ISCAS,ISCAS
Output spectrum analysis of buck converters in DCM with PFM control.,ISCAS,ISCAS
Searching for events in the blogosphere.,WWW,WWW
An Efficient Method for Estimation of Autoregressive Signals Subject to Colored Noise.,ISCAS,ISCAS
"A low-voltage, high linear programmable triode transconductor.",ISCAS,ISCAS
Effective summarization of large collections of personal photos.,WWW,SIGGRAPH
"Cognitive Modeling: Knowledge, Reasoning and Planning for Intelligent Characters.",SIGGRAPH,ISCAS
A continuous-time VCO-assisted VCO-based &#931;&#916; modulator with 76.6dB SNDR and 10MHz BW.,ISCAS,ISCAS
Constraints methods for flexible models.,SIGGRAPH,ISCAS
A novel representation for digital scenes.,SIGGRAPH,SIGGRAPH
User-Oriented Data Base Query with the ROBOT Natural Language Query System.,VLDB,VLDB
The Semantic Web Paving the Way to the Knowledge Society.,VLDB,WWW
On the Quality of Triangle Inequality Violation Aware Routing Overlay Architecture.,INFOCOM,INFOCOM
Faking Sandy: characterizing and identifying fake images on Twitter during Hurricane Sandy.,WWW,ISCAS
Optimized asynchronous multi-channel neighbor discovery.,INFOCOM,INFOCOM
collective.,SIGGRAPH,Not applicable
Analytical Design of an Equiripple DC-Notch FIR Filter.,ISCAS,ISCAS
A framework for realistic image synthesis.,SIGGRAPH,SIGGRAPH
Forcehttps: protecting high-security web sites from network attacks.,WWW,VLDB
A general framework for adaptive and online detection of web attacks.,WWW,WWW
Design and development of learning management system at universiti Putra Malaysia: a case study of e-SPRINT.,WWW,Not applicable
An Approach to Materialize Digital Fingerprinting Based on Proxy Signature Scheme.,WWW,ISCAS
Dynamics of a Logarithmic Transimpedance Amplifier.,ISCAS,ISCAS
SNDocRank: document ranking based on social networks.,WWW,WWW
Homepage live: automatic block tracing for web personalization.,WWW,WWW
Fast anomaly detection despite the duplicates.,WWW,INFOCOM
"Network Calculus Based Simulation for TCP Congestion Control: Theorems, Implementation and Evaluation.",INFOCOM,INFOCOM
System analysis and energy model for radio-triggered battery-less monolithic wireless sensor receiver.,ISCAS,ISCAS
